day,survival,completion,at_risk,events,project_group,n_total,events_total
458.0,0.9885316875048361,0.01146831249516389,2259,1,Tutti,2769,291
474.0,0.9880931197641507,0.011906880235849293,2254,1,Tutti,2769,291
475.0,0.9876545520234654,0.012345447976534585,2253,1,Tutti,2769,291
480.0,0.9872157894503764,0.012784210549623642,2251,1,Tutti,2769,291
483.0,0.9867766365191263,0.013223363480873718,2248,1,Tutti,2769,291
490.0,0.9863367004350785,0.013663299564921516,2243,1,Tutti,2769,291
495.0,0.9858963715509557,0.014103628449044336,2240,1,Tutti,2769,291
500.0,0.9850129518631859,0.014987048136814063,2232,2,Tutti,2769,291
504.0,0.9841275469626347,0.015872453037365286,2225,2,Tutti,2769,291
512.0,0.9836846452763329,0.016315354723667075,2222,1,Tutti,2769,291
517.0,0.9827988419037293,0.017201158096270652,2221,2,Tutti,2769,291
518.0,0.9823559402174276,0.01764405978257244,2219,1,Tutti,2769,291
526.0,0.981912638800362,0.018087361199638052,2216,1,Tutti,2769,291
531.0,0.9814687361607597,0.01853126383924031,2212,1,Tutti,2769,291
538.0,0.9810242303925709,0.018975769607429083,2208,1,Tutti,2769,291
543.0,0.9805797246243821,0.019420275375617857,2207,1,Tutti,2769,291
555.0,0.9801336010008042,0.019866398999195845,2198,1,Tutti,2769,291
569.0,0.979685027270369,0.02031497272963101,2185,1,Tutti,2769,291
572.0,0.9792364535399338,0.020763546460066173,2184,1,Tutti,2769,291
574.0,0.9787878798094987,0.021212120190501338,2183,1,Tutti,2769,291
580.0,0.9783374482035118,0.02166255179648824,2173,1,Tutti,2769,291
586.0,0.9778866014531875,0.02211339854681249,2170,1,Tutti,2769,291
589.0,0.9774342949770297,0.022565705022970284,2162,1,Tutti,2769,291
603.0,0.9769766946516659,0.023023305348334078,2136,1,Tutti,2769,291
604.0,0.9765186652589554,0.023481334741044635,2133,1,Tutti,2769,291
605.0,0.9760597749087396,0.02394022509126037,2128,1,Tutti,2769,291
606.0,0.9751411304147078,0.024858869585292154,2125,2,Tutti,2769,291
607.0,0.9746811581833801,0.02531884181661992,2120,1,Tutti,2769,291
608.0,0.9737612137207247,0.02623878627927534,2119,2,Tutti,2769,291
611.0,0.9733008065274761,0.02669919347252392,2115,1,Tutti,2769,291
617.0,0.9728384308474156,0.027161569152584386,2105,1,Tutti,2769,291
619.0,0.9723740688279181,0.027625931172081897,2095,1,Tutti,2769,291
621.0,0.9719072545846017,0.0280927454153983,2083,1,Tutti,2769,291
622.0,0.971439991481436,0.028560008518563995,2080,1,Tutti,2769,291
631.0,0.9704908561697786,0.029509143830221407,2047,2,Tutti,2769,291
632.0,0.9700153584450507,0.029984641554949287,2041,1,Tutti,2769,291
633.0,0.9695391604291228,0.030460839570877196,2037,1,Tutti,2769,291
641.0,0.9690584766609378,0.030941523339062194,2017,1,Tutti,2769,291
645.0,0.9685761180364176,0.03142388196358237,2009,1,Tutti,2769,291
646.0,0.9680896408299704,0.0319103591700296,1991,1,Tutti,2769,291
647.0,0.9675856899497882,0.03241431005021178,1921,1,Tutti,2769,291
654.0,0.9670753599445405,0.032924640055459475,1896,1,Tutti,2769,291
655.0,0.9655419423547765,0.03445805764522347,1892,3,Tutti,2769,291
656.0,0.9650302614102324,0.034969738589767596,1887,1,Tutti,2769,291
672.0,0.9645074931212778,0.035492506878722185,1846,1,Tutti,2769,291
673.0,0.9639844413354203,0.03601555866457973,1844,1,Tutti,2769,291
680.0,0.9634547795544668,0.03654522044553321,1820,1,Tutti,2769,291
682.0,0.9629210095934948,0.0370789904065052,1805,1,Tutti,2769,291
691.0,0.9623797386493725,0.03762026135062746,1779,1,Tutti,2769,291
693.0,0.9618375528811194,0.038162447118880616,1775,1,Tutti,2769,291
700.0,0.9612888720180953,0.03871112798190468,1753,1,Tutti,2769,291
701.0,0.9607401911550713,0.039259808844928745,1752,1,Tutti,2769,291
703.0,0.9601896237102833,0.03981037628971673,1745,1,Tutti,2769,291
706.0,0.9596365190883304,0.040363480911669636,1736,1,Tutti,2769,291
707.0,0.9590834144663775,0.04091658553362254,1735,1,Tutti,2769,291
710.0,0.9585277462077063,0.04147225379229369,1726,1,Tutti,2769,291
714.0,0.9579694889297752,0.04203051107022482,1717,1,Tutti,2769,291
716.0,0.9574102539683451,0.042589746031654885,1713,1,Tutti,2769,291
718.0,0.9568506921600644,0.04314930783993565,1711,1,Tutti,2769,291
730.0,0.9562865113274228,0.04371348867257718,1696,1,Tutti,2769,291
737.0,0.9556888322578432,0.04431116774215682,1600,1,Tutti,2769,291
744.0,0.9550892784107554,0.044910721589244584,1594,1,Tutti,2769,291
746.0,0.9544847915256853,0.04551520847431467,1580,1,Tutti,2769,291
751.0,0.9538760639800695,0.04612393601993048,1568,1,Tutti,2769,291
752.0,0.9532665585078778,0.04673344149212222,1565,1,Tutti,2769,291
763.0,0.9526447277456417,0.047355272254358316,1533,1,Tutti,2769,291
764.0,0.9520228969834056,0.04797710301659441,1532,1,Tutti,2769,291
767.0,0.9514006597958348,0.04859934020416523,1530,1,Tutti,2769,291
769.0,0.9507780153849736,0.04922198461502636,1528,1,Tutti,2769,291
780.0,0.9501466886815307,0.04985331131846926,1506,1,Tutti,2769,291
784.0,0.9495153619780878,0.050484638021912165,1505,1,Tutti,2769,291
787.0,0.9488840352746449,0.05111596472535507,1504,1,Tutti,2769,291
790.0,0.9482522882471651,0.05174771175283488,1502,1,Tutti,2769,291
791.0,0.9476205412196853,0.05237945878031469,1501,1,Tutti,2769,291
792.0,0.9469887941922055,0.053011205807794504,1500,1,Tutti,2769,291
795.0,0.946356625437738,0.05364337456226198,1498,1,Tutti,2769,291
796.0,0.9457244566832705,0.05427554331672946,1497,1,Tutti,2769,291
798.0,0.9450922879288032,0.054907712071196824,1496,1,Tutti,2769,291
806.0,0.9444596960359458,0.05554030396405418,1494,1,Tutti,2769,291
807.0,0.9438271041430886,0.05617289585691143,1493,1,Tutti,2769,291
810.0,0.942561920357374,0.05743807964262604,1492,2,Tutti,2769,291
812.0,0.9412967365716594,0.058703263428340646,1490,2,Tutti,2769,291
815.0,0.940664144678802,0.059335855321198006,1488,1,Tutti,2769,291
821.0,0.9400315527859446,0.059968447214055365,1487,1,Tutti,2769,291
824.0,0.9393989608930874,0.06060103910691261,1486,1,Tutti,2769,291
827.0,0.9387659427253696,0.06123405727463038,1484,1,Tutti,2769,291
832.0,0.9374999063899342,0.06250009361006581,1483,2,Tutti,2769,291
833.0,0.9362330146245424,0.06376698537545755,1480,2,Tutti,2769,291
839.0,0.9355991398685339,0.06440086013146606,1477,1,Tutti,2769,291
845.0,0.9349652651125254,0.06503473488747458,1476,1,Tutti,2769,291
851.0,0.9343313903565169,0.06566860964348309,1475,1,Tutti,2769,291
856.0,0.9336975156005084,0.0663024843994916,1474,1,Tutti,2769,291
858.0,0.9330636408444999,0.06693635915550011,1473,1,Tutti,2769,291
860.0,0.9324297660884915,0.06757023391150851,1472,1,Tutti,2769,291
861.0,0.9311620165764746,0.06883798342352543,1471,2,Tutti,2769,291
867.0,0.9305272776422029,0.06947272235779711,1467,1,Tutti,2769,291
868.0,0.9298925387079312,0.0701074612920688,1466,1,Tutti,2769,291
869.0,0.9292577997736596,0.07074220022634037,1465,1,Tutti,2769,291
881.0,0.928623060839388,0.07137693916061205,1464,1,Tutti,2769,291
883.0,0.9279883219051163,0.07201167809488374,1463,1,Tutti,2769,291
888.0,0.9273531485157219,0.07264685148427807,1461,1,Tutti,2769,291
897.0,0.9267179751263276,0.07328202487367241,1460,1,Tutti,2769,291
905.0,0.9260823660898898,0.07391763391011019,1458,1,Tutti,2769,291
906.0,0.925446757053452,0.07455324294654797,1457,1,Tutti,2769,291
907.0,0.9241755389805764,0.07582446101942364,1456,2,Tutti,2769,291
908.0,0.9235394924981397,0.07646050750186029,1453,1,Tutti,2769,291
912.0,0.922903446015703,0.07709655398429704,1452,1,Tutti,2769,291
915.0,0.9222673995332662,0.0777326004667338,1451,1,Tutti,2769,291
917.0,0.9216313530508294,0.07836864694917056,1450,1,Tutti,2769,291
919.0,0.9209953065683927,0.07900469343160732,1449,1,Tutti,2769,291
928.0,0.9203543912541489,0.07964560874585114,1437,1,Tutti,2769,291
930.0,0.9197112365432794,0.08028876345672065,1431,1,Tutti,2769,291
931.0,0.91906808183241,0.08093191816759004,1430,1,Tutti,2769,291
933.0,0.9184240257133963,0.08157597428660368,1427,1,Tutti,2769,291
935.0,0.9177795176251764,0.0822204823748236,1425,1,Tutti,2769,291
936.0,0.9171350095369565,0.08286499046304352,1424,1,Tutti,2769,291
937.0,0.9158459933605166,0.08415400663948336,1423,2,Tutti,2769,291
944.0,0.9152010313933614,0.0847989686066386,1420,1,Tutti,2769,291
945.0,0.9139111074590508,0.0860888925409492,1419,2,Tutti,2769,291
948.0,0.9132652338848748,0.0867347661151252,1415,1,Tutti,2769,291
952.0,0.9126189032168742,0.08738109678312578,1413,1,Tutti,2769,291
953.0,0.9119725725488735,0.08802742745112646,1412,1,Tutti,2769,291
959.0,0.9113262418808729,0.08867375811912714,1411,1,Tutti,2769,291
960.0,0.9106799112128723,0.08932008878712772,1410,1,Tutti,2769,291
966.0,0.9100335805448716,0.0899664194551284,1409,1,Tutti,2769,291
994.0,0.9093854084789564,0.09061459152104356,1404,1,Tutti,2769,291
997.0,0.9087372364130413,0.09126276358695873,1403,1,Tutti,2769,291
999.0,0.908088601697543,0.09191139830245698,1401,1,Tutti,2769,291
1001.0,0.907439503340361,0.09256049665963895,1399,1,Tutti,2769,291
1002.0,0.9067904049831791,0.09320959501682091,1398,1,Tutti,2769,291
1012.0,0.9061408416558272,0.0938591583441728,1396,1,Tutti,2769,291
1014.0,0.9054912783284753,0.09450872167152469,1395,1,Tutti,2769,291
1016.0,0.9048417150011234,0.09515828499887657,1394,1,Tutti,2769,291
1021.0,0.9028916250981037,0.09710837490189628,1392,3,Tutti,2769,291
1023.0,0.9022415951304306,0.09775840486956944,1389,1,Tutti,2769,291
1025.0,0.9015915651627574,0.0984084348372426,1388,1,Tutti,2769,291
1027.0,0.9009415351950842,0.09905846480491576,1387,1,Tutti,2769,291
1030.0,0.9002915052274111,0.09970849477258892,1386,1,Tutti,2769,291
1033.0,0.8996414752597378,0.10035852474026219,1385,1,Tutti,2769,291
1038.0,0.8989914452920647,0.10100855470793535,1384,1,Tutti,2769,291
1040.0,0.8970413553890451,0.10295864461095494,1383,3,Tutti,2769,291
1042.0,0.8963908540435853,0.10360914595641468,1379,1,Tutti,2769,291
1049.0,0.8957403526981256,0.10425964730187443,1378,1,Tutti,2769,291
1053.0,0.895089378604595,0.10491062139540497,1376,1,Tutti,2769,291
1054.0,0.8944384045110645,0.10556159548893551,1375,1,Tutti,2769,291
1058.0,0.8931364563240032,0.10686354367599682,1374,2,Tutti,2769,291
1059.0,0.8924854822304725,0.10751451776952747,1372,1,Tutti,2769,291
1060.0,0.89183403297337,0.10816596702662995,1370,1,Tutti,2769,291
1061.0,0.8911825837162676,0.10881741628373243,1369,1,Tutti,2769,291
1062.0,0.890531134459165,0.10946886554083501,1368,1,Tutti,2769,291
1063.0,0.8898796852020624,0.1101203147979376,1367,1,Tutti,2769,291
1067.0,0.8892282359449599,0.11077176405504008,1366,1,Tutti,2769,291
1076.0,0.8885767866878573,0.11142321331214267,1365,1,Tutti,2769,291
1078.0,0.8879248594782552,0.11207514052174483,1363,1,Tutti,2769,291
1079.0,0.8859690778494484,0.11403092215055155,1362,3,Tutti,2769,291
1084.0,0.8853161898038704,0.11468381019612961,1357,1,Tutti,2769,291
1085.0,0.8846633017582923,0.11533669824170767,1356,1,Tutti,2769,291
1089.0,0.8840104137127143,0.11598958628728573,1355,1,Tutti,2769,291
1095.0,0.8833521781105454,0.11664782188945455,1343,1,Tutti,2769,291
1096.0,0.8826939425083766,0.11730605749162337,1342,1,Tutti,2769,291
1102.0,0.8820317565049945,0.11796824349500545,1333,1,Tutti,2769,291
1119.0,0.8813537920495718,0.11864620795042824,1301,1,Tutti,2769,291
1121.0,0.8806753056815583,0.11932469431844173,1299,1,Tutti,2769,291
1126.0,0.8793088583492362,0.12069114165076378,1289,2,Tutti,2769,291
1134.0,0.8779252094769321,0.12207479052306791,1271,2,Tutti,2769,291
1135.0,0.8772333850407801,0.12276661495921992,1269,1,Tutti,2769,291
1137.0,0.8765388217905498,0.12346117820945024,1263,1,Tutti,2769,291
1138.0,0.87584315605897,0.12415684394102999,1260,1,Tutti,2769,291
1155.0,0.8751356898585992,0.12486431014140076,1238,1,Tutti,2769,291
1159.0,0.873716167247312,0.12628383275268795,1233,2,Tutti,2769,291
1161.0,0.8730046719971106,0.12699532800288937,1228,1,Tutti,2769,291
1163.0,0.8722931767469093,0.12770682325309068,1227,1,Tutti,2769,291
1166.0,0.8708643590945803,0.12913564090541974,1221,2,Tutti,2769,291
1168.0,0.8701481877466406,0.1298518122533594,1216,1,Tutti,2769,291
1169.0,0.869432016398701,0.13056798360129895,1215,1,Tutti,2769,291
1170.0,0.8687146632498572,0.13128533675014276,1212,1,Tutti,2769,291
1174.0,0.8679913371355775,0.13200866286442248,1201,1,Tutti,2769,291
1175.0,0.8672680110212979,0.1327319889787021,1200,1,Tutti,2769,291
1180.0,0.8665416559031897,0.13345834409681034,1194,1,Tutti,2769,291
1182.0,0.8658140810451685,0.13418591895483145,1191,1,Tutti,2769,291
1183.0,0.8621731471467448,0.13782685285325524,1189,5,Tutti,2769,291
1190.0,0.8614381316760314,0.13856186832396855,1173,1,Tutti,2769,291
1193.0,0.8606999670387769,0.13930003296122306,1167,1,Tutti,2769,291
1196.0,0.8599560604121228,0.1400439395878772,1157,1,Tutti,2769,291
1200.0,0.8592003872483159,0.14079961275168407,1138,1,Tutti,2769,291
1210.0,0.8576480830256451,0.1423519169743549,1107,2,Tutti,2769,291
1218.0,0.8568669827678804,0.14313301723211957,1098,1,Tutti,2769,291
1232.0,0.8560547865756833,0.14394521342431665,1055,1,Tutti,2769,291
1233.0,0.8552418190670644,0.14475818093293558,1053,1,Tutti,2769,291
1248.0,0.8543796801365533,0.1456203198634467,992,1,Tutti,2769,291
1254.0,0.8535051871169662,0.1464948128830338,977,1,Tutti,2769,291
1257.0,0.8526279978187987,0.14737200218120128,973,1,Tutti,2769,291
1261.0,0.8517398436544041,0.14826015634559586,960,1,Tutti,2769,291
1267.0,0.8508160477285317,0.1491839522714683,922,1,Tutti,2769,291
1269.0,0.8498872092484787,0.15011279075152129,916,1,Tutti,2769,291
1274.0,0.8489407869664648,0.1510592130335352,898,1,Tutti,2769,291
1280.0,0.8479478737653344,0.15205212623466557,855,1,Tutti,2769,291
1284.0,0.846951460282649,0.153048539717351,851,1,Tutti,2769,291
1285.0,0.8459503356251046,0.15404966437489542,846,1,Tutti,2769,291
1300.0,0.8448372430782295,0.1551627569217705,760,1,Tutti,2769,291
1332.0,0.8432031284881362,0.15679687151186383,517,1,Tutti,2769,291
1334.0,0.8414204580262162,0.15857954197378377,473,1,Tutti,2769,291
1342.0,0.8395422873609791,0.16045771263902087,448,1,Tutti,2769,291
1372.0,0.8375045633625302,0.1624954366374698,412,1,Tutti,2769,291
1373.0,0.8354618693055484,0.16453813069445156,410,1,Tutti,2769,291
1409.0,0.8325304241500904,0.16746957584990962,285,1,Tutti,2769,291
1419.0,0.8295989789946323,0.1704010210053677,284,1,Tutti,2769,291
1421.0,0.8266675338391742,0.17333246616082576,283,1,Tutti,2769,291
1447.0,0.8237151497897486,0.17628485021025142,280,1,Tutti,2769,291
1453.0,0.8207627657403229,0.17923723425967708,279,1,Tutti,2769,291
1484.0,0.8177781738649036,0.1822218261350964,275,1,Tutti,2769,291
1485.0,0.8147935819894842,0.18520641801051585,274,1,Tutti,2769,291
1500.0,0.8118089901140648,0.18819100988593518,273,1,Tutti,2769,291
1505.0,0.8088243982386455,0.1911756017613545,272,1,Tutti,2769,291
1510.0,0.8058398063632262,0.19416019363677384,271,1,Tutti,2769,291
1528.0,0.7998706226123874,0.2001293773876126,270,2,Tutti,2769,291
1530.0,0.7939014388615486,0.20609856113845137,268,2,Tutti,2769,291
1544.0,0.7902927959576325,0.20970720404236753,220,1,Tutti,2769,291
1554.0,0.7866170155113179,0.2133829844886821,215,1,Tutti,2769,291
1555.0,0.7829412350650033,0.21705876493499665,214,1,Tutti,2769,291
1568.0,0.7788845447278789,0.22111545527212106,193,1,Tutti,2769,291
1588.0,0.772447482374756,0.22755251762524398,121,1,Tutti,2769,291
1600.0,0.7652283470254593,0.23477165297454072,107,1,Tutti,2769,291
1610.0,0.7574987677625759,0.24250123223742415,99,1,Tutti,2769,291
1650.0,0.7460215137055671,0.25397848629443287,66,1,Tutti,2769,291
1688.0,0.7286721761775307,0.27132782382246934,43,1,Tutti,2769,291
1694.0,0.7113228386494942,0.2886771613505058,42,1,Tutti,2769,291
1774.0,0.6935397676832569,0.30646023231674313,40,1,Tutti,2769,291
1787.0,0.6757566967170195,0.32424330328298046,39,1,Tutti,2769,291
1915.0,0.5631305805975163,0.4368694194024837,6,1,Tutti,2769,291
0.0,1.0,0.0,1488,0,Nuova realizzazione,1488,85
483.0,0.9992006394884093,0.0007993605115906854,1251,1,Nuova realizzazione,1488,85
504.0,0.9983948325210799,0.0016051674789201442,1240,1,Nuova realizzazione,1488,85
543.0,0.9975883746595927,0.0024116253404072863,1238,1,Nuova realizzazione,1488,85
605.0,0.9967577432069202,0.0032422567930797674,1201,1,Nuova realizzazione,1488,85
607.0,0.9959257250573318,0.00407427494266821,1198,1,Nuova realizzazione,1488,85
608.0,0.9950937069077433,0.004906293092256653,1197,1,Nuova realizzazione,1488,85
631.0,0.9942424719146657,0.005757528085334251,1169,1,Nuova realizzazione,1488,85
632.0,0.9933897768272604,0.0066102231727396266,1166,1,Nuova realizzazione,1488,85
633.0,0.9925356153682515,0.0074643846317484774,1163,1,Nuova realizzazione,1488,85
655.0,0.9916266999695627,0.008373300030437347,1092,1,Nuova realizzazione,1488,85
656.0,0.9907169507035356,0.009283049296464396,1090,1,Nuova realizzazione,1488,85
673.0,0.989786700045598,0.010213299954402011,1065,1,Nuova realizzazione,1488,85
707.0,0.9888008567188593,0.011199143281140689,1004,1,Nuova realizzazione,1488,85
769.0,0.9877034084872068,0.012296591512793165,901,1,Nuova realizzazione,1488,85
791.0,0.9865860969391443,0.013413903060855659,884,1,Nuova realizzazione,1488,85
798.0,0.9854675185979436,0.01453248140205643,882,1,Nuova realizzazione,1488,85
807.0,0.9843489402567427,0.015651059743257312,881,1,Nuova realizzazione,1488,85
810.0,0.9832303619155419,0.016769638084458083,880,1,Nuova realizzazione,1488,85
812.0,0.982111783574341,0.017888216425658965,879,1,Nuova realizzazione,1488,85
832.0,0.9809932052331402,0.019006794766859847,878,1,Nuova realizzazione,1488,85
839.0,0.9798720701414452,0.020127929858554827,875,1,Nuova realizzazione,1488,85
851.0,0.9787509350497501,0.02124906495024992,874,1,Nuova realizzazione,1488,85
860.0,0.9776297999580551,0.0223702000419449,873,1,Nuova realizzazione,1488,85
867.0,0.9765086648663601,0.02349133513363988,872,1,Nuova realizzazione,1488,85
883.0,0.9753875297746651,0.02461247022533486,871,1,Nuova realizzazione,1488,85
905.0,0.9742638114223902,0.025736188577609842,868,1,Nuova realizzazione,1488,85
907.0,0.9731400930701152,0.026859906929884825,867,1,Nuova realizzazione,1488,85
917.0,0.9720150756214792,0.027984924378520848,865,1,Nuova realizzazione,1488,85
928.0,0.9708782158839102,0.02912178411608979,855,1,Nuova realizzazione,1488,85
931.0,0.9697386874615113,0.030261312538488738,852,1,Nuova realizzazione,1488,85
937.0,0.9685964746376461,0.03140352536235391,849,1,Nuova realizzazione,1488,85
945.0,0.9674529132744375,0.0325470867255625,847,1,Nuova realizzazione,1488,85
960.0,0.9663066420501787,0.03369335794982131,844,1,Nuova realizzazione,1488,85
1001.0,0.9651535314988062,0.03484646850119377,838,1,Nuova realizzazione,1488,85
1002.0,0.9640004209474337,0.035999579052566344,837,1,Nuova realizzazione,1488,85
1025.0,0.9628459294253409,0.03715407057465914,835,1,Nuova realizzazione,1488,85
1027.0,0.9616914379032482,0.03830856209675182,834,1,Nuova realizzazione,1488,85
1033.0,0.9605369463811554,0.03946305361884461,833,1,Nuova realizzazione,1488,85
1040.0,0.9582279633369699,0.04177203666303009,832,2,Nuova realizzazione,1488,85
1049.0,0.9570720791833669,0.0429279208166331,829,1,Nuova realizzazione,1488,85
1053.0,0.9559161950297638,0.04408380497023623,828,1,Nuova realizzazione,1488,85
1058.0,0.9536044267225575,0.04639557327744248,827,2,Nuova realizzazione,1488,85
1078.0,0.9524471397969233,0.0475528602030767,824,1,Nuova realizzazione,1488,85
1095.0,0.9512784929996265,0.048721507000373476,815,1,Nuova realizzazione,1488,85
1102.0,0.9501026234161906,0.04989737658380944,809,1,Nuova realizzazione,1488,85
1126.0,0.9476850594889229,0.0523149405110771,786,2,Nuova realizzazione,1488,85
1135.0,0.9464653875976887,0.05353461240231128,777,1,Nuova realizzazione,1488,85
1137.0,0.9452425640995005,0.05475743590049953,774,1,Nuova realizzazione,1488,85
1138.0,0.9440181566330503,0.05598184336694967,772,1,Nuova realizzazione,1488,85
1155.0,0.9427711049069829,0.057228895093017096,757,1,Nuova realizzazione,1488,85
1159.0,0.9415207453514034,0.0584792546485966,754,1,Nuova realizzazione,1488,85
1161.0,0.9402670559434788,0.05973294405652119,751,1,Nuova realizzazione,1488,85
1163.0,0.9390133665355542,0.06098663346444577,750,1,Nuova realizzazione,1488,85
1166.0,0.9364925252831098,0.06350747471689022,745,2,Nuova realizzazione,1488,85
1169.0,0.9352287027118775,0.06477129728812248,741,1,Nuova realizzazione,1488,85
1182.0,0.9339493200816287,0.06605067991837132,731,1,Nuova realizzazione,1488,85
1183.0,0.9301111721908822,0.06988882780911776,730,3,Nuova realizzazione,1488,85
1193.0,0.9288084954791304,0.07119150452086964,714,1,Nuova realizzazione,1488,85
1196.0,0.9275021544165719,0.07249784558342809,711,1,Nuova realizzazione,1488,85
1210.0,0.9248098404705151,0.07519015952948493,689,2,Nuova realizzazione,1488,85
1218.0,0.9234597531121639,0.07654024688783612,685,1,Nuova realizzazione,1488,85
1232.0,0.9220752557311861,0.0779247442688139,667,1,Nuova realizzazione,1488,85
1248.0,0.9206046412882336,0.0793953587117664,627,1,Nuova realizzazione,1488,85
1257.0,0.9191028392632936,0.08089716073670639,613,1,Nuova realizzazione,1488,85
1267.0,0.9175154423042897,0.08248455769571028,579,1,Nuova realizzazione,1488,85
1284.0,0.915813187309291,0.08418681269070905,539,1,Nuova realizzazione,1488,85
1334.0,0.9127087358268866,0.08729126417311339,295,1,Nuova realizzazione,1488,85
1373.0,0.9090724460427158,0.09092755395728425,251,1,Nuova realizzazione,1488,85
1409.0,0.9035629160666993,0.09643708393330075,165,1,Nuova realizzazione,1488,85
1484.0,0.898019585293284,0.10198041470671604,163,1,Nuova realizzazione,1488,85
1510.0,0.8924762545198686,0.10752374548013144,162,1,Nuova realizzazione,1488,85
1530.0,0.8869329237464533,0.11306707625354673,161,1,Nuova realizzazione,1488,85
1544.0,0.8802137349301923,0.11978626506980772,132,1,Nuova realizzazione,1488,85
1568.0,0.8727542964985805,0.1272457035014195,118,1,Nuova realizzazione,1488,85
1600.0,0.8584468490149972,0.14155315098500276,61,1,Nuova realizzazione,1488,85
1694.0,0.8254296625144204,0.1745703374855796,26,1,Nuova realizzazione,1488,85
1774.0,0.7910367599096529,0.20896324009034706,24,1,Nuova realizzazione,1488,85
1915.0,0.5932775699322397,0.4067224300677603,4,1,Nuova realizzazione,1488,85
0.0,1.0,0.0,348,0,Ampliamento,348,70
74.0,0.9971181556195965,0.0028818443804035088,347,1,Ampliamento,348,70
175.0,0.9942195563300046,0.0057804436699954165,344,1,Ampliamento,348,70
231.0,0.9912517367588702,0.008748263241129761,335,1,Ampliamento,348,70
271.0,0.9881828459329913,0.011817154067008673,323,1,Ampliamento,348,70
287.0,0.9850457575332041,0.014954242466795886,315,1,Ampliamento,348,70
341.0,0.9818054754360555,0.018194524563944547,304,1,Ampliamento,348,70
397.0,0.978477321282035,0.021522678717964983,295,1,Ampliamento,348,70
402.0,0.9751491671280145,0.02485083287198553,294,1,Ampliamento,348,70
403.0,0.9718210129739939,0.028178987026006075,293,1,Ampliamento,348,70
414.0,0.9684928588199734,0.03150714118002662,292,1,Ampliamento,348,70
424.0,0.9651647046659528,0.03483529533404717,291,1,Ampliamento,348,70
458.0,0.9617900029013865,0.0382099970986135,286,1,Ampliamento,348,70
500.0,0.9583672626775381,0.041632737322461866,281,1,Ampliamento,348,70
518.0,0.9549445224536898,0.04505547754631023,280,1,Ampliamento,348,70
538.0,0.9514970693040374,0.048502930695962565,277,1,Ampliamento,348,70
555.0,0.9480244522627818,0.05197554773721824,274,1,Ampliamento,348,70
574.0,0.94452620705148,0.05547379294851995,271,1,Ampliamento,348,70
647.0,0.9404373490122961,0.05956265098770386,231,1,Ampliamento,348,70
655.0,0.9362389679899198,0.06376103201008021,224,1,Ampliamento,348,70
672.0,0.9319245026996437,0.06807549730035634,217,1,Ampliamento,348,70
691.0,0.9273562453334689,0.07264375466653106,204,1,Ampliamento,348,70
693.0,0.9227879879672942,0.07721201203270578,203,1,Ampliamento,348,70
700.0,0.9181740480274577,0.08182595197254228,200,1,Ampliamento,348,70
710.0,0.9134411921097905,0.08655880789020953,194,1,Ampliamento,348,70
716.0,0.9086836859008853,0.09131631409911467,192,1,Ampliamento,348,70
718.0,0.9039261796919802,0.09607382030801981,191,1,Ampliamento,348,70
746.0,0.8985456667176231,0.10145433328237685,168,1,Ampliamento,348,70
752.0,0.893132741014505,0.10686725898549498,166,1,Ampliamento,348,70
